author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/295800676/,Москва,sale,flat,4,17,2,44.5,-1,0,39500000.0,Пресненский,Звенигородское шоссе,11,Улица 1905 года,Дизайнерский дом Eleven
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/304172962/,Москва,sale,flat,4,7,2,66.2,-1,0,25745180.0,,,В17 кв-л,Опалиха,Сберсити ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/287780154/,Москва,sale,flat,4,6,4,171.0,-1,0,195000000.0,Хамовники, Усачева,11Ж,Спортивная,Садовые кварталы
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/303783235/,Москва,sale,flat,9,9,4,137.0,-1,0,70000000.0,Тверской,2-я Тверская-Ямская ,54,Белорусская,
Hutton Development,developer,https://www.cian.ru/sale/flat/303616433/,Москва,sale,flat,5,6,2,75.6,-1,0,181440000.0,Якиманка,Софийская набережная,34С3,Новокузнецкая,Клубный дом DUO
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/300983381/,Москва,sale,flat,4,6,5,144.0,-1,0,69800000.0,Тверской,Страстной бульвар,4,Пушкинская,
Ордер,real_estate_agent,https://www.cian.ru/sale/flat/280751407/,Москва,sale,flat,4,7,1,33.56,-1,0,5600000.0,, Луговая,,Рассказовка,Эдельвейс
VESPER,developer,https://www.cian.ru/sale/flat/287317369/,Москва,sale,flat,5,21,1,65.9,-1,0,78259545.0,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/302979659/,Москва,sale,flat,2,11,4,199.0,-1,0,300000000.0,Хамовники, Усачева,2С3,Фрунзенская,Фьюжн парк
Центрис,real_estate_agent,https://www.cian.ru/sale/flat/304330269/,Москва,sale,flat,11,11,4,303.0,-1,0,476111520.0,Хамовники,Трубецкая ,12,Фрунзенская,Садовые кварталы
Regions Development,developer,https://www.cian.ru/sale/flat/304060514/,Москва,sale,flat,2,23,2,72.1,-1,0,,Нагатинский затон,проспект Андропова,9/1к2,Технопарк,Dream Towers
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/302921580/,Москва,sale,flat,3,4,4,142.0,-1,0,79000000.0,Тверской, Петровка,24С3,Трубная,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/299837994/,Москва,sale,flat,32,38,3,76.0,-1,0,54000000.0,Щукино,Авиационная ,79В,Щукинская,Алые Паруса
Киноцентр,developer,https://www.cian.ru/sale/flat/302253810/,Москва,sale,flat,7,20,2,54.85,-1,0,54795150.0,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView
ID 32204036,homeowner,https://www.cian.ru/sale/flat/300301405/,Москва,sale,flat,2,23,4,134.5,-1,0,84550000.0,Якиманка,Мытная ,40к1,Серпуховская,Sky House
Марина Захарченко,realtor,https://www.cian.ru/sale/flat/293918293/,Москва,sale,flat,2,3,3,80.7,-1,0,36000000.0,Таганский,Серебрянический переулок,4С1,Китай-город,
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/303040534/,Москва,sale,flat,3,8,2,75.2,-1,0,50308800.0,Замоскворечье,Шлюзовая набережная,2/1С1,Павелецкая,Элитный жилой комплекс 
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303268768/,Москва,sale,flat,7,13,4,105.0,-1,0,88500000.0,Раменки,Винницкая ,8к3,Раменки,Настоящее
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/302117269/,Москва,sale,flat,9,9,3,137.0,-1,0,70000000.0,Тверской,2-я Тверская-Ямская ,54,Белорусская,
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/301910921/,Москва,sale,flat,20,23,2,68.1,-1,0,34118100.0,Басманный, Фридриха Энгельса,56,Бауманская,Премиум-квартал 
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301906282/,Москва,sale,flat,10,14,3,147.0,-1,0,170000000.0,Хамовники,2-я Фрунзенская ,12,Фрунзенская,Пять Звезд
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/302589326/,Москва,sale,flat,5,6,4,210.0,-1,0,341514768.0,Хамовники,переулок Коробейников,1,Парк Культуры,Кристалл Хаус
Sense Development,developer,https://www.cian.ru/sale/flat/299137278/,Москва,sale,flat,9,13,2,64.6,-1,0,36374496.0,Даниловский,Подольское шоссе,3,Тульская,Logos
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298983974/,Москва,sale,flat,2,7,4,248.0,-1,0,97000000.0,Крылатское,Крылатская ,45К4,Крылатское,Долина грез
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303326916/,Москва,sale,flat,3,10,5,193.1,-1,0,180000000.0,Арбат,Филипповский переулок,8С1,Кропоткинская,Филипповский
MR Group,developer,https://www.cian.ru/sale/flat/295072445/,Москва,sale,flat,33,57,2,56.77,-1,0,33678803.0,Филевский парк,,,Фили,Фили Сити ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/301493797/,Москва,sale,flat,9,32,2,63.0,-1,0,50700000.0,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303820905/,Москва,sale,flat,10,14,1,65.2,-1,0,35000000.0,Мещанский, Гиляровского,50,Проспект Мира,
Absolute Premium,developer,https://www.cian.ru/sale/flat/304065659/,Москва,sale,flat,4,17,2,49.8,-1,0,53567000.0,Хамовники,,,Воробьёвы горы,Коллекция Лужники ЖК
Бюро Эстейт Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303582581/,Москва,sale,flat,14,16,3,99.0,-1,0,51500000.0,Даниловский,Павелецкая набережная,8Б,Крестьянская застава,Резиденции Композиторов
HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299203876/,Москва,sale,flat,2,10,1,35.0,-1,0,13100000.0,Ростокино,проспект Мира,188Бк2,Ростокино,Триколор
EraOneHolding,developer,https://www.cian.ru/sale/flat/280427150/,Москва,sale,flat,3,5,2,178.6,-1,0,150400000.0,Арбат, Арбат,39,Смоленская,Artisan
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303439862/,Москва,sale,flat,3,10,2,90.0,-1,0,37900000.0,Басманный,Нижняя Красносельская ,35С48,Бауманская,TriBeCa APARTMENTS
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/301967330/,Москва,sale,flat,7,8,4,151.0,-1,0,83000000.0,Дорогомилово,Кутузовский проспект,35К2,Кутузовская,
Мангазея,developer,https://www.cian.ru/sale/flat/301581592/,Москва,sale,flat,9,21,2,74.2,-1,0,36238909.0,Щукино,Щукинская ,,Щукинская,Интонация
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302109371/,Москва,sale,flat,10,15,3,146.8,-1,0,170000000.0,Хамовники,2-я Фрунзенская ,12,Фрунзенская,Пять Звезд
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/303817767/,Москва,sale,flat,3,13,4,93.0,-1,0,79950000.0,Раменки,Ломоносовский проспект,36,Ломоносовский проспект,Счастье на Ломоносовском
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/293721204/,Москва,sale,flat,3,13,2,82.36,-1,0,44400276.0,,,В20 кв-л,Павшино,Сберсити ЖК
Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/300604413/,Москва,sale,flat,13,14,4,95.5,-1,0,57150000.0,Раменки,проспект Генерала Дорохова,39к1В,Минская,Собрание клубных домов West Garden
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/301317101/,Москва,sale,flat,4,6,5,213.9,-1,0,326224560.0,Арбат,переулок Романов,5,Библиотека им. Ленина,
FORMA,developer,https://www.cian.ru/sale/flat/303018405/,Москва,sale,flat,18,33,2,46.45,-1,0,41753905.0,Пресненский,к2.3,к2.3,Белорусская,Репаблик ЖК
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297033057/,Москва,sale,flat,4,8,5,117.0,-1,0,61000000.0,Пресненский,Большая Садовая ,3С1,Маяковская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/301496697/,Москва,sale,flat,3,5,3,82.9,-1,0,46000000.0,Тверской,1-й Самотечный переулок,17А,Достоевская,
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/303040442/,Москва,sale,flat,2,6,2,102.4,-1,0,98201600.0,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов 
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/302001439/,Москва,sale,flat,7,14,3,95.0,-1,0,169900000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298204489/,Москва,sale,flat,14,16,1,30.1,-1,0,8700000.0,,проспект Магеллана,2,Прокшино,Испанские кварталы
Стадион Спартак,developer,https://www.cian.ru/sale/flat/298406172/,Москва,sale,flat,4,13,2,66.7,-1,0,32609630.0,Покровское-Стрешнево,Северо-Западный ао,,Спартак,Клубный Город на Реке Примавера ЖК
САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/304330116/,Москва,sale,flat,7,14,2,95.0,-1,0,169850000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
HYDE Residences,real_estate_agent,https://www.cian.ru/sale/flat/303294222/,Москва,sale,flat,60,65,3,235.0,-1,0,110000000.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Сбербанк Капитал,developer,https://www.cian.ru/sale/flat/288177346/,Москва,sale,flat,2,7,2,112.8,-1,0,118321582.0,Якиманка,Софийская набережная,36,Новокузнецкая,Резиденция 1864
Бюро Эстейт Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303974991/,Москва,sale,flat,9,12,4,119.0,-1,0,72500000.0,Сокол, Врубеля,4к1,Сокол,Врубеля 4
Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/303368649/,Москва,sale,flat,23,25,3,86.2,-1,0,49500000.0,Савеловский, Юннатов,4кГ,Петровский Парк,
ANT Development,developer,https://www.cian.ru/sale/flat/303519421/,Москва,sale,flat,2,10,2,59.8,-1,0,66618396.0,Дорогомилово,,3к8,Поклонная,Виктори Парк Резиденсез ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/300733009/,Москва,sale,flat,12,12,3,243.0,-1,0,350000000.0,Хамовники, Усачева,11И,Спортивная,Садовые кварталы
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301916112/,Москва,sale,flat,4,5,3,115.0,-1,0,95000000.0,Хамовники,Кропоткинский переулок,4С1,Парк Культуры,
Sminex,developer,https://www.cian.ru/sale/flat/303125490/,Москва,sale,flat,11,14,2,67.1,-1,0,39190000.0,Раменки,проспект Генерала Дорохова,39к2М,Ломоносовский проспект,Собрание клубных домов West Garden
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/302755985/,Москва,sale,flat,8,12,4,150.0,-1,0,299000000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/284759259/,Москва,sale,flat,3,6,5,145.8,-1,0,202788240.0,Пресненский,Скатертный переулок,22,Арбатская,
Концерн КРОСТ,developer,https://www.cian.ru/sale/flat/299370748/,Москва,sale,flat,3,6,2,44.0,-1,0,23232000.0,Хорошево-Мневники, Саляма Адиля,2А,Народное Ополчение,Wellton SPA Residence
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/302770593/,Москва,sale,flat,11,20,3,97.0,-1,0,89500000.0,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/296713412/,Москва,sale,flat,2,30,1,41.0,-1,0,9741600.0,Чертаново Южное,,1.1,Аннино,Варшавские Ворота ЖК
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/303040420/,Москва,sale,flat,4,6,2,74.91,-1,0,124200780.0,Замоскворечье,Космодамианская набережная,4/22С8,Новокузнецкая,Клубный дом Космо 4/22
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302902437/,Москва,sale,flat,4,11,4,170.0,-1,0,190000000.0,Хамовники, Усачева,11,Спортивная,Садовые кварталы
Century 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/302571547/,Москва,sale,flat,5,12,3,110.5,-1,0,60000000.0,Раменки, Столетова,19,Раменки,Мичуринский
Ташир,developer,https://www.cian.ru/sale/flat/274701405/,Москва,sale,flat,2,17,2,43.3,-1,0,27062500.0,Раменки,Мичуринский проспект,вл30Б,Ломоносовский проспект,Legacy
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303473970/,Москва,sale,flat,1,16,3,123.0,-1,0,70000000.0,Хамовники,Фрунзенская набережная,50,Спортивная,
ID 63101964,homeowner,https://www.cian.ru/sale/flat/302581578/,Москва,sale,flat,15,36,3,60.0,-1,0,28900000.0,Пресненский,Мукомольный проезд,2,Шелепиха,
БЭЛ Девелопмент,developer,https://www.cian.ru/sale/flat/303377181/,Москва,sale,flat,3,6,2,38.7,-1,0,38313000.0,Тверской,Долгоруковская ,25к2,Новослободская,Долгоруковская 25
САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/304330120/,Москва,sale,flat,2,8,3,152.2,-1,0,150000000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/302645883/,Москва,sale,flat,13,18,4,118.0,-1,0,69000000.0,Филевский парк,Филевский бульвар,24к3,Фили,Ривер-Хаус
MR Group,developer,https://www.cian.ru/sale/flat/294196808/,Москва,sale,flat,33,41,2,75.2,-1,0,38352000.0,Филевский парк,Багратионовский проезд,5Ак1,Фили,Filicity
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303016439/,Москва,sale,flat,4,5,3,150.8,-1,0,199900000.0,Пресненский,Леонтьевский переулок,11,Тверская,Леонтьевский 11
Центр-Инвест,developer,https://www.cian.ru/sale/flat/298329474/,Москва,sale,flat,7,9,2,69.9,-1,0,69134455.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической
SKYEST,real_estate_agent,https://www.cian.ru/sale/flat/302662270/,Москва,sale,flat,20,40,5,165.0,-1,0,104000000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
Ташир,developer,https://www.cian.ru/sale/flat/302722354/,Москва,sale,flat,2,16,2,46.8,-1,0,23868000.0,Даниловский, Серпуховский Вал,1,Тульская,DECO RESIDENCE (Апартаменты премиум-класса)
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303753513/,Москва,sale,flat,20,41,4,164.0,-1,0,105000000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
Трансстройинвест,developer,https://www.cian.ru/sale/flat/301925930/,Москва,sale,flat,11,23,2,44.1,-1,0,21442891.0,Очаково-Матвеевское,Очаково мкр,,Озёрная,ОМ ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303753504/,Москва,sale,flat,10,37,4,112.8,-1,0,110000000.0,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
MR Group,developer,https://www.cian.ru/sale/flat/303880112/,Москва,sale,flat,2,54,2,59.94,-1,0,29490480.0,Хорошево-Мневники,,,Полежаевская,Джойс ЖК
Трансстройинвест,developer,https://www.cian.ru/sale/flat/301764354/,Москва,sale,flat,2,8,2,63.6,-1,0,88149600.0,Мещанский,Большой Кисельный переулок,11/2с2,Тургеневская,Frank's house
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303753510/,Москва,sale,flat,17,41,3,88.3,-1,0,59000000.0,Хорошевский,Ленинградский проспект,37/7,Аэропорт,Прайм Парк
СТ Тауэрс,developer,https://www.cian.ru/sale/flat/302833885/,Москва,sale,flat,42,66,2,67.4,-1,0,64704000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303538615/,Москва,sale,flat,2,6,3,133.6,-1,0,70000000.0,Крылатское,Осенняя ,25К2,Крылатское,
КОРТРОС,developer,https://www.cian.ru/sale/flat/296640150/,Москва,sale,flat,5,49,2,59.19,-1,0,23143290.0,Марьина роща,,,Марьина Роща,Тэйт ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300650969/,Москва,sale,flat,10,37,4,88.4,-1,0,77990000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
Sminex,developer,https://www.cian.ru/sale/flat/294328854/,Москва,sale,flat,3,6,2,120.3,-1,0,226580000.0,Басманный,Потаповский переулок,5С4,Чистые пруды,Чистые Пруды
TOUCH,developer,https://www.cian.ru/sale/flat/302838481/,Москва,sale,flat,6,13,2,60.31,-1,0,35498000.0,Южнопортовый,,к3,Дубровка,Шампайн ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302782147/,Москва,sale,flat,22,37,4,129.6,-1,0,85000000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
Tekta Group,developer,https://www.cian.ru/sale/flat/303224373/,Москва,sale,flat,7,34,1,30.0,-1,0,16284000.0,Обручевский,,,Воронцовская,Эвер ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/277466643/,Москва,sale,flat,4,5,4,170.0,-1,0,250000000.0,Хамовники,Гагаринский переулок,24/7С2,Смоленская,
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/292534789/,Москва,sale,flat,2,25,2,54.5,-1,0,18393750.0,Соколиная гора,,,Соколиная гора,Семеновский Парк 2 ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300282851/,Москва,sale,flat,10,14,4,129.4,-1,0,93000000.0,Раменки,проспект Генерала Дорохова,39к2Г,Минская,Собрание клубных домов West Garden
Донстрой,developer,https://www.cian.ru/sale/flat/304095700/,Москва,sale,flat,3,16,2,81.6,-1,0,60024960.0,Раменки, Сергея Бондарчука,2,Мичуринский проспект,Река
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303228319/,Москва,sale,flat,5,21,3,116.78,-1,0,115000000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
LEGENDA Intelligent Development,developer,https://www.cian.ru/sale/flat/301551509/,Москва,sale,flat,5,34,2,59.1,-1,0,23699100.0,Левобережный,Ленинградское шоссе,,Беломорская,Северный порт. Береговые кварталы
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301565559/,Москва,sale,flat,5,21,2,117.0,-1,0,115000000.0,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
MR Group,developer,https://www.cian.ru/sale/flat/299093496/,Москва,sale,flat,18,41,1,37.7,-1,0,23930985.0,Даниловский,Дубининская ,59к7,Серпуховская,Павелецкая Сити
Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/303464340/,Москва,sale,flat,2,14,4,131.0,-1,0,82000000.0,Раменки,проспект Генерала Дорохова,39к1Г,Минская,Собрание клубных домов West Garden
Пионер,developer,https://www.cian.ru/sale/flat/301460245/,Москва,sale,flat,7,39,2,36.0,-1,0,27797933.0,Даниловский,,,Павелецкая,Хай Лайф ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/287679683/,Москва,sale,flat,3,18,3,126.3,-1,0,75000000.0,Пресненский,Большая Грузинская ,37С2,Белорусская,
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/272003903/,Москва,sale,flat,5,6,2,43.0,-1,0,27500000.0,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
Sminex,developer,https://www.cian.ru/sale/flat/303262595/,Москва,sale,flat,2,26,2,61.53,-1,0,29790000.0,Марфино, Академика Королева,21,Бутырская,Дом Достижение
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303542659/,Москва,sale,flat,7,25,3,99.0,-1,0,65140000.0,Раменки, Янковского,1к1,Аминьевская,Событие
Prime Life Development,developer,https://www.cian.ru/sale/flat/299132492/,Москва,sale,flat,6,28,2,59.76,-1,0,29898807.0,Нагатино-Садовники,Нагатинская ,к1вл1,Нагатинская,Первый Нагатинский
Ашихмин и партнёры,real_estate_agent,https://www.cian.ru/sale/flat/303521223/,Москва,sale,flat,3,4,5,210.0,-1,0,520195920.0,Тверской,Дмитровский переулок,7,Театральная,Петровъ Дом
Ташир,developer,https://www.cian.ru/sale/flat/299137381/,Москва,sale,flat,4,21,2,47.9,-1,0,19339625.0,Очаково-Матвеевское,Аминьевское шоссе,6,Давыдково,West Tower (Апартаменты бизнес-класса)
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/303902201/,Москва,sale,flat,17,24,2,45.0,-1,0,37000000.0,Хорошевский,Хорошевское шоссе,25Ак2,Полежаевская,Династия
ANT Development,developer,https://www.cian.ru/sale/flat/303519450/,Москва,sale,flat,22,34,2,50.6,-1,0,59236384.0,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298112694/,Москва,sale,flat,4,6,4,216.0,-1,0,360000000.0,Якиманка,Софийская набережная,18,Боровицкая,"Золотой, жилой квартал"
Regions Development,developer,https://www.cian.ru/sale/flat/304206346/,Москва,sale,flat,2,16,2,40.18,-1,0,17672797.0,Преображенское,Жилой комплекс Преображенская площадь,,Преображенская площадь,Преображенская площадь
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/304063027/,Москва,sale,flat,2,16,2,60.0,-1,0,36500000.0,Хамовники,Фрунзенская набережная,50,Спортивная,
Основа,developer,https://www.cian.ru/sale/flat/301042098/,Москва,sale,flat,3,20,2,50.85,-1,0,16188738.0,Преображенское,Потешная ,,Преображенская площадь,EvoPark Сокольники
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/301948450/,Москва,sale,flat,10,22,3,163.0,-1,0,68500000.0,Хорошево-Мневники,проспект Маршала Жукова,78к5,Народное Ополчение,Континенталь
Sminex,developer,https://www.cian.ru/sale/flat/304094767/,Москва,sale,flat,3,9,2,55.9,-1,0,77660000.0,Пресненский,Электрический переулок,1кАБ,Белорусская,Квартал Тишинский бульвар
White and Broughton,real_estate_agent,https://www.cian.ru/sale/flat/304381579/,Москва,sale,flat,5,41,1,40.2,-1,0,34000000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
GloraX,developer,https://www.cian.ru/sale/flat/303476998/,Москва,sale,flat,3,21,2,75.3,-1,0,38089999.0,Беговой, 1-я Ямского Поля,28С3,Белорусская,GloraX Premium Белорусская
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/302203106/,Москва,sale,flat,8,19,1,30.8,-1,0,20750000.0,Беговой,Ленинградский проспект,29к3,Динамо,Царская площадь
Основа,developer,https://www.cian.ru/sale/flat/290856483/,Москва,sale,flat,3,19,2,43.4,-1,0,36673000.0,Красносельский,проспект Академика Сахарова,7,Красные ворота,RED7
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/294872333/,Москва,sale,flat,17,18,2,117.0,-1,0,179000000.0,Пресненский,2-я Звенигородская ,11,Улица 1905 года,Резиденция МОНЭ
VESPER,developer,https://www.cian.ru/sale/flat/289484529/,Москва,sale,flat,8,9,1,64.5,-1,0,89010000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/300942839/,Москва,sale,flat,2,7,2,82.6,-1,0,38000000.0,Беговой,Ленинградский проспект,15С28,Белорусская,Bolshevik
Пионер,developer,https://www.cian.ru/sale/flat/303979491/,Москва,sale,flat,4,25,2,56.59,-1,0,23206762.0,Москворечье-Сабурово,,,Варшавская,Лайф Варшавская ЖК
Yhome,real_estate_agent,https://www.cian.ru/sale/flat/303674535/,Москва,sale,flat,17,17,5,310.0,-1,0,330000000.0,Пресненский,Звенигородское шоссе,11,Улица 1905 года,Дизайнерский дом Eleven
Главстрой,developer,https://www.cian.ru/sale/flat/301772285/,Москва,sale,flat,2,8,1,44.6,-1,0,18727540.0,Котловка,31/2,31/2,Профсоюзная,Новые Академики ЖК
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/302300375/,Москва,sale,flat,12,21,3,92.6,-1,0,114000000.0,Пресненский, Сергея Макеева,9,Улица 1905 года,RedSide
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303800477/,Москва,sale,flat,9,36,3,70.6,-1,0,51000000.0,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк
Tekta Group,developer,https://www.cian.ru/sale/flat/301260582/,Москва,sale,flat,14,27,1,28.1,-1,0,19453630.0,Даниловский,,,Павелецкая,Era
Yhome,real_estate_agent,https://www.cian.ru/sale/flat/304377769/,Москва,sale,flat,5,21,3,117.0,-1,0,115000000.0,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/293030412/,Москва,sale,flat,3,9,4,225.7,-1,0,169275000.0,Арбат,Филипповский переулок,8С1,Кропоткинская,Филипповский
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/301064989/,Москва,sale,flat,6,7,4,127.1,-1,0,67000000.0,Тверской,Тверская ,27С2,Маяковская,
Бюро Эстейт Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301212653/,Москва,sale,flat,2,24,2,57.4,-1,0,26000000.0,Хорошево-Мневники,Шелепихинская набережная,40к2,Шелепиха,Sydney City
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/287929947/,Москва,sale,flat,7,22,2,75.0,-1,0,39000000.0,Раменки,Минская ,1ГК1,Ломоносовский проспект,Золотые Ключи 2
Бюро Эстейт Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301213226/,Москва,sale,flat,3,6,4,100.8,-1,0,66950000.0,Филевский парк,Багратионовский проезд,5Ак1,Фили,Filicity
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303620291/,Москва,sale,flat,13,57,3,130.0,-1,0,124361120.0,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/292444828/,Москва,sale,flat,3,7,4,118.0,-1,0,95000000.0,Таганский,Серебрянический переулок,6,Китай-город,Титул на Серебрянической
Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/304386909/,Москва,sale,flat,3,8,5,222.0,-1,0,270000000.0,Раменки,Мосфильмовская ,1к4,Ломоносовский проспект,Вишневый сад
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/300431343/,Москва,sale,flat,8,8,4,212.3,-1,0,320000000.0,Замоскворечье,Озерковская набережная,52А,Павелецкая,Дом на Озерковской
Биржа-Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/304427456/,Москва,sale,flat,7,18,3,169.7,-1,0,78000000.0,Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/297615874/,Москва,sale,flat,47,54,3,160.8,-1,0,188800000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
