author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
ID 117652247,homeowner,https://magadan.cian.ru/sale/flat/303287102/,Магадан,sale,flat,2,5,3,81.6,-1,0,13000000,Магадан, Набережная реки Магаданки,75к2,,
ID 72103743,unknown,https://magadan.cian.ru/sale/flat/303345764/,Магадан,sale,flat,2,5,2,42.6,-1,0,6700000,Магадан,Пролетарская ,68А,,
ID 117638053,homeowner,https://magadan.cian.ru/sale/flat/303203058/,Магадан,sale,flat,3,5,1,37.2,-1,0,5800000,Магадан,Якутская ,51,,
ID 364281,realtor,https://magadan.cian.ru/sale/flat/291027299/,Магадан,sale,flat,2,5,3,68.4,-1,0,10000000,Магадан, Берзина,11Б,,
ID 99726020,homeowner,https://magadan.cian.ru/sale/flat/304347771/,Магадан,sale,flat,3,6,2,42.5,-1,0,6500000,Магадан,Транспортная ,10,,
ID 17492648,homeowner,https://magadan.cian.ru/sale/flat/304155579/,Магадан,sale,flat,4,6,3,72.0,-1,0,11000000,Магадан,Клубная ,12к3,,
ID 20276720,homeowner,https://magadan.cian.ru/sale/flat/293597929/,Магадан,sale,flat,4,5,2,58.1,-1,0,11990000,Магадан,Парковая ,3к1,,
ID 117650250,homeowner,https://magadan.cian.ru/sale/flat/304380386/,Магадан,sale,flat,5,5,2,44.2,-1,0,4000000,Магадан, Лево-Набережная,23,,
ID 20549003,homeowner,https://magadan.cian.ru/sale/flat/301847358/,Магадан,sale,flat,5,5,3,70.0,-1,0,6800000,Магадан,Пролетарская ,118к2,,
ID 113751663,homeowner,https://magadan.cian.ru/sale/flat/302371009/,Магадан,sale,flat,5,5,3,59.8,-1,0,8850000,Магадан,Портовая ,38к3,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/301650033/,Магадан,sale,flat,5,5,2,56.1,-1,0,2550000,Дукча мкр, Шмелева,,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/303530425/,Магадан,sale,flat,3,5,2,43.4,-1,0,2200000,Снежный мкр, Майская,12А,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/303358805/,Магадан,sale,flat,3,5,2,48.0,-1,0,4600000,Магадан,Пролетарская ,112,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/303888331/,Магадан,sale,flat,5,5,2,44.0,-1,0,6200000,Магадан,Якутская ,69Б,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/303681112/,Магадан,sale,flat,5,5,1,22.3,-1,0,2700000,Магадан,Колымская ,15А,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/299201513/,Магадан,sale,flat,4,4,3,75.1,-1,0,11850000,Магадан,проспект Карла Маркса,33/15,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/304310143/,Магадан,sale,flat,2,5,3,69.0,-1,0,5100000,Снежный мкр, Майская,12А,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/303747011/,Магадан,sale,flat,5,5,1,25.4,-1,0,3100000,Магадан,Рыбозаводская ,19А,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/303702808/,Магадан,sale,flat,4,5,3,68.3,-1,0,10500000,Магадан,проспект Карла Маркса,65В,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/301532397/,Магадан,sale,flat,3,5,3,74.5,-1,0,18000000,Магадан, Билибина,24,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/302022197/,Магадан,sale,flat,2,5,3,68.8,-1,0,3700000,,,,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/304298764/,Магадан,sale,flat,9,9,4,124.0,-1,0,15000000,Магадан,Колымское шоссе,15Б,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/294556322/,Магадан,sale,flat,1,5,2,50.4,-1,0,6650000,Магадан, Набережная реки Магаданки,73к3,,
ID 45825048,realtor,https://magadan.cian.ru/sale/flat/302268536/,Магадан,sale,flat,1,5,1,32.2,-1,0,3800000,Магадан,Кольцевая ,52,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/304309598/,Магадан,sale,flat,2,5,2,44.2,-1,0,5500000,Магадан, Берзина,5А,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/299081290/,Магадан,sale,flat,3,4,3,75.8,-1,0,16000000,Магадан,проспект Ленина,8,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/303727426/,Магадан,sale,flat,5,5,1,30.3,-1,0,3860000,Магадан, Берзина,9В,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/295141512/,Магадан,sale,flat,4,5,3,64.5,-1,0,11500000,Магадан, Гагарина,48,,
ID 59571566,homeowner,https://magadan.cian.ru/sale/flat/303361544/,Магадан,sale,flat,3,5,3,82.1,-1,0,25000000,Магадан,Парковая ,3к1,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/301585075/,Магадан,sale,flat,2,5,1,31.1,-1,0,3900000,Магадан, Лукса,4А,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/299220232/,Магадан,sale,flat,3,5,1,26.2,-1,0,2500000,Магадан,Марчеканское шоссе,38А,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/295259019/,Магадан,sale,flat,5,5,2,56.4,-1,0,5500000,Магадан,Советская ,23к1,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/301394365/,Магадан,sale,flat,4,5,1,33.1,-1,0,3950000,Магадан, Набережная реки Магаданки,87,,
Елена Яковлева,realtor,https://magadan.cian.ru/sale/flat/298083404/,Магадан,sale,flat,5,5,3,70.7,-1,0,6300000,Дукча мкр, Шмелева,2,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/300596472/,Магадан,sale,flat,1,5,1,30.0,-1,0,4450000,Магадан,Полярная ,15,,
ID 111066571,homeowner,https://magadan.cian.ru/sale/flat/302185566/,Магадан,sale,flat,4,9,4,101.3,-1,0,18000000,Магадан,Пролетарская ,42/1,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/302330248/,Магадан,sale,flat,2,5,2,45.7,-1,0,5200000,Магадан, Гагарина,6А,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/304101147/,Магадан,sale,flat,4,5,1,29.8,-1,0,4500000,Магадан, Дзержинского,14А,,
ID 117398146,homeowner,https://magadan.cian.ru/sale/flat/302931969/,Магадан,sale,flat,2,9,3,71.1,-1,0,10200000,Магадан, Гагарина,44/1,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/301089475/,Магадан,sale,flat,1,5,3,64.6,-1,0,10100000,Магадан,Колымское шоссе,14к3,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/304309596/,Магадан,sale,flat,5,5,1,30.0,-1,0,4600000,Магадан, Гагарина,6А,,
ID 106079406,homeowner,https://magadan.cian.ru/sale/flat/304036725/,Магадан,sale,flat,4,5,2,50.1,-1,0,5600000,Магадан,Марчеканский переулок,7,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/302420662/,Магадан,sale,flat,1,5,2,42.4,-1,0,5100000,Магадан,Речная ,59,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/301584067/,Магадан,sale,flat,1,5,3,67.9,-1,0,8600000,Магадан, Набережная реки Магаданки,55к1,,
ID 118678041,homeowner,https://magadan.cian.ru/sale/flat/304254060/,Магадан,sale,flat,5,5,2,63.5,-1,0,5500000,Магадан,Пролетарская ,61к2,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/302765496/,Магадан,sale,flat,1,3,3,73.6,-1,0,8499000,Магадан, Шандора Шимича,15,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/304381437/,Магадан,sale,flat,5,5,1,30.2,-1,0,4100000,Магадан, Берзина,5Б,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/298355143/,Магадан,sale,flat,1,5,2,43.4,-1,0,5850000,Магадан,Пролетарская ,34,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/304400223/,Магадан,sale,flat,1,5,2,42.1,-1,0,5900000,Магадан, Берзина,7А,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/304242398/,Магадан,sale,flat,4,5,2,44.4,-1,0,6300000,Магадан,проспект Карла Маркса,80,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/303649374/,Магадан,sale,flat,4,5,1,31.5,-1,0,4150000,Магадан,Якутская ,43,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/304401146/,Магадан,sale,flat,2,5,2,43.4,-1,0,6250000,Магадан,Приморская ,1,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/304404609/,Магадан,sale,flat,5,5,2,44.2,-1,0,6300000,Магадан, Гагарина,30В,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/294099410/,Магадан,sale,flat,2,5,5,98.8,-1,0,12200000,Магадан,проспект Карла Маркса,61к1,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/304401147/,Магадан,sale,flat,5,9,1,45.0,-1,0,6500000,Магадан,Октябрьская ,20,,
ID 99121031,homeowner,https://magadan.cian.ru/sale/flat/303096264/,Магадан,sale,flat,1,5,2,52.8,-1,0,12000000,Магадан,проспект Карла Маркса,63к1,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/291258209/,Магадан,sale,flat,1,5,3,67.4,-1,0,9000000,Магадан,Ямская ,6,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/299406611/,Магадан,sale,flat,2,5,1,34.5,-1,0,4800000,Магадан,Пролетарская ,65к1,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/303143040/,Магадан,sale,flat,4,5,1,30.5,-1,0,4100000,Магадан, Коммуны,10,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/301445484/,Магадан,sale,flat,1,5,3,72.3,-1,0,8500000,Магадан,проспект Карла Маркса,84,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/300717835/,Магадан,sale,flat,1,5,1,32.5,-1,0,4000000,Магадан,Портовая ,38к2,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/300801842/,Магадан,sale,flat,1,5,3,83.2,-1,0,12500000,Магадан,Пролетарская ,55,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/289192577/,Магадан,sale,flat,5,9,4,97.0,-1,0,10900000,Магадан,Пролетарская ,75,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/295215175/,Магадан,sale,flat,2,2,2,68.1,-1,0,6500000,Магадан, Энергостроителей,7,,
ID 111801669,homeowner,https://magadan.cian.ru/sale/flat/299230110/,Магадан,sale,flat,4,5,2,50.1,-1,0,6650000,Магадан, Попова,7к3,,
Елена Яковлева,realtor,https://magadan.cian.ru/sale/flat/298285844/,Магадан,sale,flat,2,5,2,46.7,-1,0,7000000,Магадан, Набережная реки Магаданки,49к1,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/299749748/,Магадан,sale,flat,3,5,3,67.7,-1,0,7500000,Магадан, Набережная реки Магаданки,71к4,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/304153783/,Магадан,sale,flat,4,5,1,25.1,-1,0,3500000,Магадан,Марчеканский переулок,17,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/303310910/,Магадан,sale,flat,2,2,2,72.7,-1,0,6000000,Магадан,Колымская ,12к1,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/302578781/,Магадан,sale,flat,1,5,3,68.1,-1,0,9000000,Магадан, Набережная реки Магаданки,65,,
ID 116392167,homeowner,https://magadan.cian.ru/sale/flat/301845853/,Магадан,sale,flat,2,3,2,41.6,-1,0,2350000,Магадан, Радистов,7,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/303191395/,Магадан,sale,flat,4,5,3,67.8,-1,0,8100000,Магадан,Кольцевая ,38А,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/297566341/,Магадан,sale,flat,1,5,2,51.0,-1,0,6600000,Магадан,Кольцевая ,34Г,,
Елена Яковлева,realtor,https://magadan.cian.ru/sale/flat/298678713/,Магадан,sale,flat,2,5,2,51.0,-1,0,8300000,Магадан,Пролетарская ,61,,
Елена Яковлева,realtor,https://magadan.cian.ru/sale/flat/298464786/,Магадан,sale,flat,2,6,3,52.8,-1,0,8700000,Магадан, Набережная реки Магаданки,15,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/294142505/,Магадан,sale,flat,4,5,1,30.2,-1,0,4300000,Магадан, Гагарина,28Б,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/303524109/,Магадан,sale,flat,2,4,2,59.6,-1,0,6800000,Магадан,Колымское шоссе,13,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/304098318/,Магадан,sale,flat,4,5,3,68.7,-1,0,9699000,Магадан, Берзина,23,,
ID 81380781,homeowner,https://magadan.cian.ru/sale/flat/304317787/,Магадан,sale,flat,1,5,1,30.0,-1,0,4500000,Магадан,Пролетарская ,26А,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/298610040/,Магадан,sale,flat,4,5,3,70.3,-1,0,5350000,Магадан,Арманская ,51к1,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/302326628/,Магадан,sale,flat,1,5,1,33.6,-1,0,4500000,Магадан, Набережная реки Магаданки,71к4,,
ID 13457366,homeowner,https://magadan.cian.ru/sale/flat/189224228/,Магадан,sale,flat,2,5,2,42.3,-1,0,4650000,Магадан,Марчеканская ,31,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/303839812/,Магадан,sale,flat,3,5,2,45.5,-1,0,6400000,Магадан,проспект Карла Маркса,80,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/302945557/,Магадан,sale,flat,5,5,1,39.5,-1,0,5700000,Магадан, Берзина,4,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/300037865/,Магадан,sale,flat,2,5,1,31.7,-1,0,3900000,Магадан,Новая ,29В,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/296025447/,Магадан,sale,flat,4,5,3,58.5,-1,0,6800000,Магадан,Портовая ,38к3,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/302367491/,Магадан,sale,flat,5,5,1,25.7,-1,0,2700000,Магадан,Рыбозаводская ,19А,,
ID 94062251,homeowner,https://magadan.cian.ru/sale/flat/297736842/,Магадан,sale,flat,3,5,1,32.1,-1,0,2450000,Снежный мкр, Садовая,9М,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/303845246/,Магадан,sale,flat,1,5,1,34.0,-1,0,4550000,Магадан, Набережная реки Магаданки,71,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/302455909/,Магадан,sale,flat,1,2,3,51.6,-1,0,4700000,Магадан, Радистов,8,,
ID 105779999,homeowner,https://magadan.cian.ru/sale/flat/290527481/,Магадан,sale,flat,1,3,2,49.9,-1,0,7000000,Магадан, Берзина,2,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/302436630/,Магадан,sale,flat,4,9,1,39.5,-1,0,6700000,Магадан, Гагарина,28,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/302576588/,Магадан,sale,flat,5,5,3,67.3,-1,0,8200000,Магадан,Марчеканский переулок,9,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/303288775/,Магадан,sale,flat,2,5,2,50.3,-1,0,6250000,Магадан, Набережная реки Магаданки,71,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/303359621/,Магадан,sale,flat,3,5,2,50.6,-1,0,6700000,Магадан,Кольцевая ,48,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/302577043/,Магадан,sale,flat,4,4,3,76.3,-1,0,16500000,,,,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/303938700/,Магадан,sale,flat,5,5,2,50.5,-1,0,8500000,Магадан, Дзержинского,14,,
Ирина Дегтярева,realtor,https://magadan.cian.ru/sale/flat/283310223/,Магадан,sale,flat,5,6,4,114.2,-1,0,12600000,Магадан,Портовая ,27к1,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/301683430/,Магадан,sale,flat,2,5,2,50.6,-1,0,7100000,Магадан,Кольцевая ,58,,
ID 115488389,homeowner,https://magadan.cian.ru/sale/flat/304379950/,Магадан,sale,flat,3,5,2,43.5,-1,0,6500000,Магадан,Колымское шоссе,6,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/299992839/,Магадан,sale,flat,5,5,2,43.9,-1,0,5900000,Магадан,Колымское шоссе,9,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/299660814/,Магадан,sale,flat,2,5,2,45.4,-1,0,5000000,Магадан, Берзина,7А,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/285198442/,Магадан,sale,flat,3,5,3,68.4,-1,0,9300000,Магадан, Набережная реки Магаданки,57к1,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/301427741/,Магадан,sale,flat,4,5,2,40.8,-1,0,6290000,Магадан,проспект Карла Маркса,41,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/301742309/,Магадан,sale,flat,1,5,2,57.3,-1,0,5500000,Магадан,Арманская ,51к1,,
ID 95117214,homeowner,https://magadan.cian.ru/sale/flat/299481043/,Магадан,sale,flat,5,6,2,55.7,-1,0,8500000,Магадан,Портовая ,27к1,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/303169131/,Магадан,sale,flat,5,5,2,43.1,-1,0,5800000,Магадан,Пролетарская ,26к2,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/300717406/,Магадан,sale,flat,2,5,1,38.2,-1,0,5650000,Магадан,проспект Карла Маркса,78,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/302518877/,Магадан,sale,flat,1,5,2,50.1,-1,0,7400000,Магадан, Берзина,13Б,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/303441546/,Магадан,sale,flat,5,5,2,51.0,-1,0,6700000,Магадан,проспект Карла Маркса,65А,,
Елена Яковлева,realtor,https://magadan.cian.ru/sale/flat/299173566/,Магадан,sale,flat,4,5,2,43.8,-1,0,7000000,,,,,
ID 81416863,homeowner,https://magadan.cian.ru/sale/flat/303159204/,Магадан,sale,flat,2,5,2,43.7,-1,0,5000000,Магадан, Гагарина,28В,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/299039942/,Магадан,sale,flat,5,5,2,51.2,-1,0,6600000,Магадан, Набережная реки Магаданки,79,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/303039130/,Магадан,sale,flat,4,5,3,55.3,-1,0,8500000,Магадан,Портовая ,38,,
ID 45825048,realtor,https://magadan.cian.ru/sale/flat/301777271/,Магадан,sale,flat,2,5,2,44.7,-1,0,6100000,,,,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/299536617/,Магадан,sale,flat,4,5,2,50.5,-1,0,6300000,Магадан, Гагарина,33,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/295703230/,Магадан,sale,flat,5,5,3,68.9,-1,0,12100000,Магадан, Набережная реки Магаданки,1,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/299351043/,Магадан,sale,flat,4,5,2,44.3,-1,0,7000000,Магадан, Дзержинского,21,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/301530089/,Магадан,sale,flat,1,5,2,63.9,-1,0,9100000,Магадан,Кольцевая ,36к1,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/303099201/,Магадан,sale,flat,4,4,2,53.1,-1,0,8600000,Магадан, Гагарина,15,,
ID 45825048,realtor,https://magadan.cian.ru/sale/flat/303707853/,Магадан,sale,flat,2,5,3,77.3,-1,0,8500000,Магадан, Энергостроителей,9к2,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/298442171/,Магадан,sale,flat,3,5,2,51.3,-1,0,7600000,Магадан, Набережная реки Магаданки,83,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/303658948/,Магадан,sale,flat,4,5,2,43.1,-1,0,5790000,Магадан,Нагаевская ,51,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/270926120/,Магадан,sale,flat,5,5,3,83.2,-1,0,5700000,Магадан,Марчеканский переулок,37,,
Наталья Пономаренко,realtor,https://magadan.cian.ru/sale/flat/300957451/,Магадан,sale,flat,3,5,2,43.9,-1,0,5800000,Магадан,Советская ,5,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/298959181/,Магадан,sale,flat,5,5,2,42.1,-1,0,5800000,Магадан,проспект Карла Маркса,54А,,
ID 116337631,homeowner,https://magadan.cian.ru/sale/flat/301802357/,Магадан,sale,flat,9,9,1,38.0,-1,0,7400000,Магадан, Гагарина,28,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/299039945/,Магадан,sale,flat,2,5,2,45.6,-1,0,6400000,Магадан, Гагарина,21,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/293838793/,Магадан,sale,flat,5,5,3,68.2,-1,0,8999990,Магадан,Пролетарская ,3А,,
Ирина Дегтярева,real_estate_agent,https://magadan.cian.ru/sale/flat/297395342/,Магадан,sale,flat,2,5,3,63.1,-1,0,7100000,Магадан, Набережная реки Магаданки,65к1,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/302292849/,Магадан,sale,flat,5,5,2,49.9,-1,0,7400000,Магадан,Ямская ,10,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/299085265/,Магадан,sale,flat,2,5,2,43.7,-1,0,7400000,Магадан,Портовая ,13А,,
ID 115929020,homeowner,https://magadan.cian.ru/sale/flat/301375754/,Магадан,sale,flat,3,3,3,74.3,-1,0,4500000,Магадан,Марчеканская ,16,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/303039824/,Магадан,sale,flat,5,5,2,41.6,-1,0,6500000,Магадан,Полярная ,11,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/295215173/,Магадан,sale,flat,1,5,2,59.3,-1,0,7400000,Магадан,Арманская ,51к1,,
Ирина Дегтярева,real_estate_agent,https://magadan.cian.ru/sale/flat/294197653/,Магадан,sale,flat,5,5,3,67.1,-1,0,6300000,Магадан, Попова,7к4,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/301530547/,Магадан,sale,flat,3,5,1,31.1,-1,0,4900000,Магадан,Кольцевая ,28А,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/303047190/,Магадан,sale,flat,5,5,2,50.5,-1,0,6850000,Магадан,проспект Карла Маркса,67А,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/299578223/,Магадан,sale,flat,2,5,2,60.9,-1,0,8700000,Магадан,Пролетарская ,55к1,,
Елена Яковлева,realtor,https://magadan.cian.ru/sale/flat/300290257/,Магадан,sale,flat,5,5,4,79.1,-1,0,12500000,Магадан,Колымская ,10к2,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/301292484/,Магадан,sale,flat,3,5,2,43.3,-1,0,5600000,Магадан,Нагаевская ,57,,
ID 109374388,homeowner,https://magadan.cian.ru/sale/flat/300430102/,Магадан,sale,flat,3,5,-1,54.0,-1,0,3000000,Магадан,Портовая ,38,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/297203046/,Магадан,sale,flat,2,5,2,42.1,-1,0,6500000,Магадан,Нагаевская ,51,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/299661867/,Магадан,sale,flat,1,5,2,46.3,-1,0,6400000,Магадан, Гагарина,32Б,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/283985111/,Магадан,sale,flat,2,2,3,69.1,-1,0,5000000,Магадан,Бассейновый переулок,10,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/300583928/,Магадан,sale,flat,2,5,2,44.5,-1,0,6500000,Магадан, Гагарина,36,,
Светлана Шестакова,realtor,https://magadan.cian.ru/sale/flat/303441545/,Магадан,sale,flat,1,5,2,49.6,-1,0,6800000,Магадан,проспект Карла Маркса,67Б,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/302641506/,Магадан,sale,flat,4,5,2,58.6,-1,0,8000000,Магадан,Портовая ,25/21,,
ИМПЕРИЯ НЕДВИЖИМОСТИ,real_estate_agent,https://magadan.cian.ru/sale/flat/297386436/,Магадан,sale,flat,3,5,2,45.8,-1,0,6300000,Магадан,Новая ,29Б,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/294287270/,Магадан,sale,flat,2,5,3,67.3,-1,0,10000000,Магадан,Пролетарская ,61к1,,
